ticker,name,industry,marketCap
STRO,"Sutro Biopharma, Inc.",Biotechnology,253600803
STRR,"Star Equity Holdings, Inc.",Conglomerates,34530825
STRS,Stratus Properties Inc.,Real Estate - Diversified,237364009
STRT,Strattec Security Corporation,Auto Parts,364434844
STRW,"Strawberry Fields REIT, Inc.",REIT - Healthcare Facilities,708329349
STRZ,Starz Entertainment Corp.,Entertainment,144890858
STSS,"Sharps Technology, Inc.",Medical Instruments & Supplies,47697436
STT,State Street Corporation,Asset Management,35250330433
STTK,"Shattuck Labs, Inc.",Biotechnology,248056985
STUB,"StubHub Holdings, Inc.",Internet Content & Information,3030385581
STVN,Stevanato Group S.p.A.,Medical Instruments & Supplies,4258857626
STWD,"Starwood Property Trust, Inc.",REIT - Mortgage,6691887115
STX,Seagate Technology Holdings plc,Computer Hardware,94026346225
STXS,"Stereotaxis, Inc.",Medical Instruments & Supplies,188516021
STZ,"Constellation Brands, Inc.",Beverages - Brewers,28150727715
SU,Suncor Energy Inc.,Oil & Gas Integrated,66451316588
SUGP,SU Group Holdings Limited,Security & Protection Services,8583564
SUI,"Sun Communities, Inc.",REIT - Residential,16300143322
SUIG,SUI Group Holdings Limited,Credit Services,101759363
SUN,Sunoco LP,Oil & Gas Refining & Marketing,11080371723
SUNC,SunocoCorp LLC,Oil & Gas Midstream,2818080000
SUNE,SUNation Energy Inc.,Solar,6302236
SUNS,"Sunrise Realty Trust, Inc.",REIT - Mortgage,122312156
SUPN,"Supernus Pharmaceuticals, Inc.",Drug Manufacturers - Specialty & Generic,2858366598
SUPV,Grupo Supervielle S.A.,Banks - Regional,1000484186
SUPX,SuperX AI Technology Limited,Software - Infrastructure,695374792
SURG,"SurgePays, Inc.",Telecom Services,20677312
SUUN,PowerBank Corporation,Utilities - Renewable,59412981
SUZ,Suzano S.A.,Paper & Paper Products,13804574809
SVAC,Spring Valley Acquisition Corp. III,Shell Companies,327213337
SVAQ,Silicon Valley Acquisition Corp.,Shell Companies,297909000
SVC,Service Properties Trust,REIT - Hotel & Motel,379034388
SVCC,Stellar V Capital Corp.,Shell Companies,224797381
SVCO,"Silvaco Group, Inc.",Software - Application,113366661
SVIV,Spring Valley Acquisition Corp. IV,Shell Companies,269600003
SVM,Silvercorp Metals Inc.,Silver,2528640217
SVRA,Savara Inc.,Biotechnology,1441771440
SVRE,SaverOne 2014 Ltd.,Scientific & Technical Instruments,76730639
SVRN,OceanPal Inc.,Marine Shipping,17144822
SVV,"Savers Value Village, Inc.",Specialty Retail,1701316941
SW,Smurfit Westrock Plc,Packaging & Containers,26787296306
SWAG,"Stran & Company, Inc.",Advertising Agencies,32370040
SWBI,"Smith & Wesson Brands, Inc.",Aerospace & Defense,519019535
SWIM,"Latham Group, Inc.",Building Products & Equipment,769344836
SWK,"Stanley Black & Decker, Inc.",Tools & Accessories,13888534722
SWKH,SWK Holdings Corporation,Asset Management,205630402
SWKS,"Skyworks Solutions, Inc.",Semiconductors,9132189457
SWVL,Swvl Holdings Corp.,Railroads,15544377
SWX,"Southwest Gas Holdings, Inc.",Utilities - Regulated Gas,6287939790
SXC,"SunCoke Energy, Inc.",Coking Coal,690023898
SXI,Standex International Corporation,Specialty Industrial Machinery,3098638841
SXT,Sensient Technologies Corporation,Specialty Chemicals,4160257364
SXTC,"China SXT Pharmaceuticals, Inc.",Drug Manufacturers - Specialty & Generic,2557850
SXTP,"60 Degrees Pharmaceuticals, Inc.",Biotechnology,5084404
SY,So-Young International Inc.,Health Information Services,344747463
SYBT,"Stock Yards Bancorp, Inc.",Banks - Regional,2020191073
SYF,Synchrony Financial,Credit Services,24717571400
SYK,Stryker Corporation,Medical Devices,139909691621
SYM,Symbotic Inc.,Specialty Industrial Machinery,32944818740
SYNA,Synaptics Incorporated,Semiconductors,3565847254
SYNX,Silynxcom Ltd.,Communication Equipment,6700744
SYPR,"Sypris Solutions, Inc.",Auto Parts,80374595
SYRE,"Spyre Therapeutics, Inc.",Biotechnology,2703309809
SYY,Sysco Corporation,Food Distribution,43060654652
SZZL,Sizzle Acquisition Corp. II,Shell Companies,320483337
T,AT&T Inc.,Telecom Services,201616623389
TAC,TransAlta Corporation,Utilities - Independent Power Producers,4004148762
TACH,Titan Acquisition Corp,Shell Companies,355005000
TACO,Berto Acquisition Corp.,Shell Companies,382316063
TACT,TransAct Technologies Incorporated,Computer Hardware,36708684
TAK,Takeda Pharmaceutical Company Limited,Drug Manufacturers - Specialty & Generic,58122464921
TAL,TAL Education Group,Education & Training Services,6985200839
TALK,"Talkspace, Inc.",Health Information Services,625351868
TALO,Talos Energy Inc.,Oil & Gas Exploration & Production,2141858527
TANH,Tantech Holdings Ltd,Household & Personal Products,5165594
TAOP,Taoping Inc.,Software - Infrastructure,11640746
TAOX,TAO Synergies Inc.,Software - Infrastructure,26875998
TAP,Molson Coors Beverage Company,Beverages - Brewers,10747327023
TAP.A,Molson Coors Beverage Company,Beverages - Brewers,10521520270
TARA,"Protara Therapeutics, Inc.",Biotechnology,350460680
TARS,"Tarsus Pharmaceuticals, Inc.",Biotechnology,2684905891
TASK,"TaskUs, Inc.",Information Technology Services,881571805
TATT,TAT Technologies Ltd.,Aerospace & Defense,651222782
TAVI,Tavia Acquisition Corp.,Shell Companies,167327955
TAYD,"Taylor Devices, Inc.",Specialty Industrial Machinery,247267435
TBBB,BBB Foods Inc.,Discount Stores,4285392499
TBBK,"The Bancorp, Inc.",Banks - Regional,2365546912
TBCH,Turtle Beach Corporation,Consumer Electronics,218793789
TBH,"Brag House Holdings, Inc.",Electronic Gaming & Multimedia,6555479
TBHC,"The Brand House Collective, Inc.",Home Improvement Retail,22685997
TBI,"TrueBlue, Inc.",Staffing & Employment Services,138619737
TBLA,Taboola.com Ltd.,Internet Content & Information,962666042
TBLD,Thornburg Income Builder Opportunities Trust,Asset Management,705159788
TBMC,Trailblazer Merger Corporation I,Shell Companies,28594005
TBN,Tamboran Resources Corporation,Oil & Gas Exploration & Production,642346801
TBPH,"Theravance Biopharma, Inc.",Biotechnology,983045161
TBRG,"TruBridge, Inc.",Health Information Services,273490926
TC,Token Cat Limited,Advertising Agencies,20244748
TCBI,"Texas Capital Bancshares, Inc.",Banks - Regional,4452141633
TCBK,TriCo Bancshares,Banks - Regional,1623956818
TCBS,"Texas Community Bancshares, Inc.",Banks - Regional,46261216
TCBX,"Third Coast Bancshares, Inc.",Banks - Regional,578006799
TCGL,TechCreate Group Ltd.,Software - Infrastructure,3531553300
TCI,"Transcontinental Realty Investors, Inc.",Real Estate Services,471361081
TCMD,"Tactile Systems Technology, Inc.",Medical Devices,591222856
TCOM,Trip.com Group Limited,Travel Services,35595242907
TCPC,BlackRock TCP Capital Corp.,Asset Management,410630619
TCRT,"Alaunos Therapeutics, Inc.",Biotechnology,6070575
TCRX,"TScan Therapeutics, Inc.",Biotechnology,52937365
TCX,Tucows Inc.,Software - Infrastructure,196206249
TD,The Toronto-Dominion Bank,Banks - Diversified,162913189915
TDAC,Translational Development Acquisition Corp.,Shell Companies,228714300
TDAY,"USA TODAY Co., Inc.",Publishing,867692843
TDC,Teradata Corporation,Software - Infrastructure,3121268000
TDG,TransDigm Group Incorporated,Aerospace & Defense,73188043441
TDIC,Dreamland Limited,Advertising Agencies,6134600
TDOC,"Teladoc Health, Inc.",Health Information Services,793306120
TDS,"Telephone and Data Systems, Inc.",Telecom Services,5409770080
TDTH,Trident Digital Tech Holdings Ltd,Information Technology Services,18814945
TDUP,ThredUp Inc.,Internet Retail,563138519
TDW,Tidewater Inc.,Oil & Gas Equipment & Services,3349478150
TDWD,Tailwind 2.0 Acquisition Corp.,Shell Companies,233801850
TDY,Teledyne Technologies Incorporated,Scientific & Technical Instruments,30344422898
TE,T1 Energy Inc.,Electrical Equipment & Parts,1680257094
TEAD,Teads Holding Co.,Internet Content & Information,68414393
TEAM,Atlassian Corporation,Software - Application,22808587520
TECH,Bio-Techne Corporation,Biotechnology,9307406341
TECK,Teck Resources Limited,Other Industrial Metals & Mining,29448892155
TECX,"Tectonic Therapeutic, Inc.",Biotechnology,424672393
TEL,TE Connectivity plc,Electronic Components,66151822505
TELA,"TELA Bio, Inc.",Medical Devices,34992094
TELO,"Telomir Pharmaceuticals, Inc.",Biotechnology,37131449
TEM,"Tempus AI, Inc.",Health Information Services,9034130612
TEN,Tsakos Energy Navigation Limited,Oil & Gas Midstream,819169526
TENB,"Tenable Holdings, Inc.",Software - Infrastructure,2620114000
TENX,"Tenax Therapeutics, Inc.",Biotechnology,524168883
TEO,Telecom Argentina S.A.,Telecom Services,5233217025
TER,"Teradyne, Inc.",Semiconductor Equipment & Materials,48709880482
TERN,"Terns Pharmaceuticals, Inc.",Biotechnology,4105964858
TEVA,Teva Pharmaceutical Industries Limited,Drug Manufacturers - Specialty & Generic,39504544331
TEX,Terex Corporation,Farm & Heavy Construction Machinery,7444337611
TFC,Truist Financial Corporation,Banks - Regional,65743125250
TFII,TFI International Inc.,Trucking,10325940229
TFIN,"Triumph Financial, Inc.",Banks - Regional,1506157985
TFPM,Triple Flag Precious Metals Corp.,Other Precious Metals & Mining,7706384558
TFSL,TFS Financial Corporation,Banks - Regional,4135159280
TFX,Teleflex Incorporated,Medical Instruments & Supplies,4620083412
TG,Tredegar Corporation,Metal Fabrication,308271350
TGB,Taseko Mines Limited,Copper,3024462169
TGE,The Generation Essentials Group,Asset Management,60576338
TGEN,Tecogen Inc.,Electrical Equipment & Parts,112521226
TGHL,The Growhub Limited,Software - Infrastructure,8095939
TGL,Treasure Global Inc.,Software - Application,7674821
TGLS,Tecnoglass Inc.,Building Materials,2426733831
TGNA,TEGNA Inc.,Broadcasting,3348370643
TGS,Transportadora de Gas del Sur S.A.,Oil & Gas Integrated,4659180882
TGT,Target Corporation,Discount Stores,51026755244
TGTX,"TG Therapeutics, Inc.",Biotechnology,4154942812
TH,Target Hospitality Corp.,Specialty Business Services,706439087
THAR,"Tharimmune, Inc.",Biotechnology,169187745
THC,Tenet Healthcare Corporation,Medical Care Facilities,20412170100
THCH,TH International Limited,Restaurants,60820011
THFF,First Financial Corporation,Banks - Regional,788050744
THG,"The Hanover Insurance Group, Inc.",Insurance - Property & Casualty,6068622000
THH,TryHard Holdings Limited,Specialty Business Services,31243874
THM,International Tower Hill Mines Ltd.,Gold,722019306
THO,"THOR Industries, Inc.",Recreational Vehicles,6000887070
THR,"Thermon Group Holdings, Inc.",Specialty Industrial Machinery,1678551809
THRM,Gentherm Incorporated,Auto Parts,972531215
THRY,"Thryv Holdings, Inc.",Software - Application,157966230
TIC,"TIC Solutions, Inc.",Specialty Business Services,2126546695
TIGO,Millicom International Cellular S.A.,Telecom Services,10982497050
TIGR,UP Fintech Holding Limited,Capital Markets,1427982084
TII,Titan Mining Corporation,Other,361280811
TIL,"Instil Bio, Inc.",Biotechnology,52763773
TILE,"Interface, Inc.","Furnishings, Fixtures & Appliances",1921051299
TIMB,TIM S.A.,Telecom Services,12907611209
TIPT,Tiptree Inc.,Insurance - Specialty,661537108
TIRX,Tian Ruixiang Holdings Ltd.,Insurance Brokers,8960113
TISI,"Team, Inc.",Specialty Business Services,64286808
TITN,Titan Machinery Inc.,Industrial Distribution,434895078
TIVC,"Tivic Health Systems, Inc.",Medical Devices,2045880
TJGC,TJGC Group Limited,Advertising Agencies,13932180
TJX,"The TJX Companies, Inc.",Apparel Retail,171211816707
TK,Teekay Corporation Ltd.,Oil & Gas Midstream,936253960
TKC,Turkcell Iletisim Hizmetleri A.S.,Telecom Services,6178159960
TKLF,"Tokyo Lifestyle Co., Ltd.",Specialty Retail,10835917
TKNO,"Alpha Teknova, Inc.",Drug Manufacturers - Specialty & Generic,114017141
TKO,"TKO Group Holdings, Inc.",Entertainment,39014244590
TKR,The Timken Company,Tools & Accessories,7477527372
TLF,"Tandy Leather Factory, Inc.",Specialty Retail,24847906
TLIH,Ten-League International Holdings Limited,Industrial Distribution,9214540
TLK,Perusahaan Perseroan (Persero) PT Telekomunikasi Indonesia Tbk,Telecom Services,21008731869
TLN,Talen Energy Corporation,Utilities - Independent Power Producers,16872514880
TLNC,Talon Capital Corp.,Shell Companies,345566430
TLPH,"Talphera, Inc.",Drug Manufacturers - Specialty & Generic,37352948
TLRY,"Tilray Brands, Inc.",Drug Manufacturers - Specialty & Generic,872636801
TLS,Telos Corporation,Software - Infrastructure,320093788
TLSA,Tiziana Life Sciences Ltd,Biotechnology,172292409
TLSI,"TriSalus Life Sciences, Inc.",Medical Devices,238329763
TLX,Telix Pharmaceuticals Limited,Biotechnology,2181843981
TLYS,"Tilly's, Inc.",Apparel Retail,42053665
TM,Toyota Motor Corporation,Auto Manufacturers,316780135253
TMC,TMC the metals company Inc.,Other Industrial Metals & Mining,2555380838
TMCI,"Treace Medical Concepts, Inc.",Medical Devices,121064339
TMDE,TMD Energy Limited,Oil & Gas Midstream,12960750
TMDX,"TransMedics Group, Inc.",Medical Devices,4392084249
TME,Tencent Music Entertainment Group,Internet Content & Information,23465903236
TMHC,Taylor Morrison Home Corporation,Residential Construction,6398058172
TMO,Thermo Fisher Scientific Inc.,Diagnostics & Research,191543482639
TMP,Tompkins Financial Corporation,Banks - Regional,1201997128
TMQ,Trilogy Metals Inc.,Other Industrial Metals & Mining,779169885
TMTS,Spartacus Acquisition Corp. II,Shell Companies,201000000
TMUS,"T-Mobile US, Inc.",Telecom Services,237635874303
TNC,Tennant Company,Specialty Industrial Machinery,1479260330
TNDM,"Tandem Diabetes Care, Inc.",Medical Devices,1266548066
TNET,"TriNet Group, Inc.",Staffing & Employment Services,1938025066
TNGX,"Tango Therapeutics, Inc.",Biotechnology,1708378937
TNK,Teekay Tankers Ltd.,Oil & Gas Midstream,2364192086
TNL,Travel + Leisure Co.,Travel Services,4645804559
TNMG,TNL Mediagene,Publishing,7590702
TNON,"Tenon Medical, Inc.",Medical Devices,7907788
TNXP,Tonix Pharmaceuticals Holding Corp.,Biotechnology,193188675
TNYA,"Tenaya Therapeutics, Inc.",Biotechnology,148003423
TOI,"The Oncology Institute, Inc.",Medical Care Facilities,234639496
TOL,"Toll Brothers, Inc.",Residential Construction,15448437830
TOMZ,"TOMI Environmental Solutions, Inc.",Pollution & Treatment Controls,14865526
TONX,TON Strategy Company,Software - Application,112862895
TOON,Kartoon Studios Inc.,Entertainment,35129905
TOP,TOP Financial Group Limited,Capital Markets,38180251
TOPP,Toppoint Holdings Inc.,Trucking,14647000
TOPS,Top Ships Inc.,Oil & Gas Midstream,23362295
TORO,Toro Corp.,Oil & Gas Midstream,71920297
TOST,"Toast, Inc.",Software - Infrastructure,15370320000
TOUR,Tuniu Corporation,Travel Services,72319245
TOVX,"Theriva Biologics, Inc.",Biotechnology,6436547
TOWN,TowneBank,Banks - Regional,2800483818
TOYO,"TOYO Co., Ltd.",Solar,308235816
TPB,"Turning Point Brands, Inc.",Tobacco,2462606851
TPC,Tutor Perini Corporation,Engineering & Construction,4310705659
TPCS,TechPrecision Corporation,Metal Fabrication,45258534
TPET,Trio Petroleum Corp.,Oil & Gas Exploration & Production,5238890
TPG,TPG Inc.,Asset Management,18427147787
TPH,"Tri Pointe Homes, Inc.",Residential Construction,3143319385
TPL,Texas Pacific Land Corporation,Oil & Gas Exploration & Production,28361187822
TPR,"Tapestry, Inc.",Luxury Goods,30908188283
TPST,"Tempest Therapeutics, Inc.",Biotechnology,31141272
TPVG,TriplePoint Venture Growth BDC Corp.,Asset Management,231490837
TR,"Tootsie Roll Industries, Inc.",Confectioners,3001136589
TRAK,"ReposiTrak, Inc.",Software - Application,187822433
TRAW,"Traws Pharma, Inc.",Biotechnology,15422373
TRC,Tejon Ranch Co.,Conglomerates,447246472
TRDA,"Entrada Therapeutics, Inc.",Biotechnology,386587584
TREE,"LendingTree, Inc.",Financial Conglomerates,526595210
TREX,"Trex Company, Inc.",Building Products & Equipment,4574416538
TRGP,Targa Resources Corp.,Oil & Gas Midstream,46851378179
TRI,Thomson Reuters Corporation,Specialty Business Services,39599289179
TRIB,Trinity Biotech plc,Medical Devices,14687611
TRIN,Trinity Capital Inc.,Asset Management,1190499174
TRIP,"Tripadvisor, Inc.",Travel Services,1205406650
TRMB,Trimble Inc.,Scientific & Technical Instruments,15705162702
TRMD,TORM plc,Oil & Gas Midstream,2557049633
TRMK,Trustmark Corporation,Banks - Regional,2637563637
TRN,"Trinity Industries, Inc.",Railroads,2772642485
TRNO,Terreno Realty Corporation,REIT - Industrial,6719487192
TRNR,Interactive Strength Inc.,Personal Services,1938912
TRNS,"Transcat, Inc.",Specialty Business Services,711765979
TRON,Tron Inc.,Leisure,316251942
TROO,"TROOPS, Inc.",Credit Services,482827033
TROW,"T. Rowe Price Group, Inc.",Asset Management,20364776000
TROX,Tronox Holdings plc,Chemicals,1246221298
TRP,TC Energy Corporation,Oil & Gas Midstream,60833284301
TRS,TriMas Corporation,Packaging & Containers,1453082738
TRSG,Tungray Technologies Inc.,Metal Fabrication,18806508
TRST,TrustCo Bank Corp NY,Banks - Regional,816533410
TRT,Trio-Tech International,Semiconductor Equipment & Materials,49161272
TRTX,"TPG RE Finance Trust, Inc.",REIT - Mortgage,691830299
TRU,TransUnion,Financial Data & Stock Exchanges,13751302000
TRUG,"TruGolf Holdings, Inc.",Leisure,4111703
TRUP,"Trupanion, Inc.",Insurance - Property & Casualty,1388388991
TRV,"The Travelers Companies, Inc.",Insurance - Property & Casualty,64691025000
TRVG,trivago N.V.,Internet Content & Information,203031563
TRVI,"Trevi Therapeutics, Inc.",Biotechnology,1400914214
TRX,TRX Gold Corporation,Gold,496481304
TS,Tenaris S.A.,Oil & Gas Equipment & Services,24498914570
TSAT,Telesat Corporation,Communication Equipment,1342452105
TSBK,"Timberland Bancorp, Inc.",Banks - Regional,310090542
TSCO,Tractor Supply Company,Specialty Retail,28750439604
TSE,Trinseo PLC,Specialty Chemicals,14703381
TSEM,Tower Semiconductor Ltd.,Semiconductors,15032345686
TSHA,"Taysha Gene Therapies, Inc.",Biotechnology,1275094681
TSLA,"Tesla, Inc.",Auto Manufacturers,1565026807567
TSLX,"Sixth Street Specialty Lending, Inc.",Asset Management,1901217771
TSM,Taiwan Semiconductor Manufacturing Company Limited,Semiconductors,1581503269361
TSN,"Tyson Foods, Inc.",Farm Products,22290119337
TSQ,"Townsquare Media, Inc.",Advertising Agencies,111109158
TSSI,"TSS, Inc.",Information Technology Services,231192972
TT,Trane Technologies plc,Building Products & Equipment,101912275657
TTAM,Titan America SA,Building Materials,3526931362
TTAN,"ServiceTitan, Inc.",Software - Application,5716658773
TTC,The Toro Company,Tools & Accessories,9595019690
TTD,"The Trade Desk, Inc.",Advertising Agencies,12641169823
TTE,TotalEnergies SE,Oil & Gas Integrated,163446149205
TTEC,"TTEC Holdings, Inc.",Information Technology Services,106566517
TTEK,"Tetra Tech, Inc.",Engineering & Construction,9300397625
TTGT,"TechTarget, Inc.",Information Technology Services,372695584
TTI,"TETRA Technologies, Inc.",Conglomerates,1415040234
TTMI,"TTM Technologies, Inc.",Electronic Components,9540525839
TTRX,Turn Therapeutics Inc.,Biotechnology,106591562
TTWO,"Take-Two Interactive Software, Inc.",Electronic Gaming & Multimedia,35249999804
TU,TELUS Corporation,Telecom Services,22060974658
TULP,"Bloomia Holdings, Inc.",Advertising Agencies,7857020
TURB,"Turbo Energy, S.A.",Solar,7713100
TUSK,"Mammoth Energy Services, Inc.",Conglomerates,106990758
TUYA,Tuya Inc.,Software - Infrastructure,1316858022
TV,"Grupo Televisa, S.A.B.",Telecom Services,1758814191
TVA,Texas Ventures Acquisition III Corp,Shell Companies,319500000
TVAI,Thayer Ventures Acquisition Corporation II,Shell Companies,276309663
TVGN,Tevogen Bio Holdings Inc.,Biotechnology,52395793
TVRD,"Tvardi Therapeutics, Inc.",Biotechnology,34898600
TVTX,"Travere Therapeutics, Inc.",Biotechnology,2737853206
TW,Tradeweb Markets Inc.,Capital Markets,27337512067
TWAV,"TaoWeave, Inc.",Asset Management,2903808
TWFG,"TWFG, Inc.",Insurance Brokers,1145358894
TWG,Top Wealth Group Holding Limited,Food Distribution,104171132
TWI,"Titan International, Inc.",Farm & Heavy Construction Machinery,706024494
TWIN,"Twin Disc, Incorporated",Specialty Industrial Machinery,249638900
TWLO,Twilio Inc.,Software - Infrastructure,16739571235
TWLV,Twelve Seas Investment Company III,Shell Companies,225141000
TWO,Two Harbors Investment Corp.,REIT - Mortgage,1143436853
TWST,Twist Bioscience Corporation,Diagnostics & Research,2922115813
TX,Ternium S.A.,Steel,8776916239
TXG,"10x Genomics, Inc.",Health Information Services,2215943923
TXMD,"TherapeuticsMD, Inc.",Drug Manufacturers - Specialty & Generic,28009956
TXN,Texas Instruments Incorporated,Semiconductors,202434645445
TXNM,"TXNM Energy, Inc.",Utilities - Regulated Electric,6459036411
TXO,"TXO Partners, L.P.",Oil & Gas Exploration & Production,689734236
TXRH,"Texas Roadhouse, Inc.",Restaurants,12032633231
TXT,Textron Inc.,Aerospace & Defense,17198540654
TYG,Tortoise Energy Infrastructure Corporation,Asset Management,988212203
TYGO,"Tigo Energy, Inc.",Solar,238494121
TYL,"Tyler Technologies, Inc.",Software - Application,12350679045
TYRA,"Tyra Biosciences, Inc.",Biotechnology,1557397820
TZOO,Travelzoo,Internet Content & Information,58160033
U,Unity Software Inc.,Software - Application,8508206556
UA,"Under Armour, Inc.",Apparel Manufacturing,2926112916
UAA,"Under Armour, Inc.",Apparel Manufacturing,2994006707
UAC,United Acquisition Corp. I,Shell Companies,136627663
UAL,"United Airlines Holdings, Inc.",Airlines,35384562198
UAMY,United States Antimony Corporation,Other Industrial Metals & Mining,1033822158
UAN,"CVR Partners, LP",Agricultural Inputs,1169953120
UAVS,"AgEagle Aerial Systems, Inc.",Computer Hardware,43546757
UBCP,"United Bancorp, Inc.",Banks - Regional,81927695
UBER,"Uber Technologies, Inc.",Software - Application,147983079735
UBFO,United Security Bancshares,Banks - Regional,192647789
UBS,UBS Group AG,Banks - Diversified,129485782773
UBSI,"United Bankshares, Inc.",Banks - Regional,6136082005
UBXG,U-BX Technology Ltd.,Software - Infrastructure,59356918
UCAR,U Power Limited,Auto & Truck Dealerships,6250150
UCB,"United Community Banks, Inc.",Banks - Regional,4165464108
UCFI,CN Healthy Food Tech Group Corp.,Shell Companies,6
UCL,uCloudlink Group Inc.,Telecom Services,61717536
UCTT,"Ultra Clean Holdings, Inc.",Semiconductor Equipment & Materials,2381006636
UDMY,"Udemy, Inc.",Education & Training Services,667338298
UDR,"UDR, Inc.",REIT - Residential,13741381384
UE,Urban Edge Properties,REIT - Retail,2743106771
UEC,Uranium Energy Corp.,Uranium,7352170284
UEIC,Universal Electronics Inc.,Consumer Electronics,55469340
UFCS,"United Fire Group, Inc.",Insurance - Property & Casualty,1010367428
UFG,Uni-Fuels Holdings Limited,Marine Shipping,37334750
UFI,"Unifi, Inc.",Textile Manufacturing,76182309
UFPI,"UFP Industries, Inc.",Lumber & Wood Production,6667539287
UFPT,"UFP Technologies, Inc.",Medical Devices,1907441650
UG,"United-Guardian, Inc.",Household & Personal Products,30276562
UGI,UGI Corporation,Utilities - Regulated Gas,8211986254
UGP,Ultrapar Participa̵̤es S.A.,Oil & Gas Refining & Marketing,5614993211
UGRO,"urban-gro, Inc.",Farm & Heavy Construction Machinery,2570547
UHAL,U-Haul Holding Company,Rental & Leasing Services,9562718208
UHAL.B,U-Haul Holding Company,Rental & Leasing Services,8996837446
UHG,"United Homes Group, Inc.",Residential Construction,141152731
UHS,"Universal Health Services, Inc.",Medical Care Facilities,14624025848
UHT,Universal Health Realty Income Trust,REIT - Healthcare Facilities,594900740
UI,Ubiquiti Inc.,Communication Equipment,42732522228
UIS,Unisys Corporation,Information Technology Services,156160372
UK,Ucommune International Ltd,Real Estate Services,3277209
UL,Unilever PLC,Household & Personal Products,161826252087
ULBI,Ultralife Corporation,Electrical Equipment & Parts,104055919
ULCC,"Frontier Group Holdings, Inc.",Airlines,1200847544
ULH,"Universal Logistics Holdings, Inc.",Trucking,418911223
ULS,UL Solutions Inc.,Specialty Business Services,14734479337
ULTA,"Ulta Beauty, Inc.",Specialty Retail,29597553915
ULY,Urgent.ly Inc.,Software - Application,4666713
UMAC,"Unusual Machines, Inc.",Computer Hardware,437344011
UMBF,UMB Financial Corporation,Banks - Regional,9798167468
UMC,United Microelectronics Corporation,Semiconductors,25175598585
UMH,"UMH Properties, Inc.",REIT - Residential,1365395333
UNB,"Union Bankshares, Inc.",Banks - Regional,111948594
UNCY,"Unicycive Therapeutics, Inc.",Biotechnology,130237860
UNF,UniFirst Corporation,Specialty Business Services,4247948882
UNFI,"United Natural Foods, Inc.",Food Distribution,2516484042
UNH,UnitedHealth Group Incorporated,Healthcare Plans,257593328369
UNIT,Uniti Group Inc.,REIT - Specialty,1929023143
UNM,Unum Group,Insurance - Life,11734477408
UNP,Union Pacific Corporation,Railroads,155332082484
UNTY,"Unity Bancorp, Inc.",Banks - Regional,538129620
UOKA,MDJM Ltd,Lodging,2113801
UONE,"Urban One, Inc.",Broadcasting,35904582
UONEK,"Urban One, Inc.",Broadcasting,330474443
UP,Wheels Up Experience Inc.,Airports & Air Services,458501002
UPB,"Upstream Bio, Inc.",Biotechnology,691693965
UPBD,"Upbound Group, Inc.",Software - Application,1147112531
UPC,Universe Pharmaceuticals INC,Drug Manufacturers - Specialty & Generic,1661847
UPLD,"Upland Software, Inc.",Software - Application,28723778
UPS,"United Parcel Service, Inc.",Integrated Freight & Logistics,100168887674
UPST,"Upstart Holdings, Inc.",Credit Services,2960469922
UPWK,Upwork Inc.,Internet Content & Information,1712885516
UPXI,"Upexi, Inc.",Internet Content & Information,51866992
URBN,"Urban Outfitters, Inc.",Apparel Retail,6122381166
URG,Ur-Energy Inc.,Uranium,625656970
URGN,UroGen Pharma Ltd.,Biotechnology,946007707
URI,"United Rentals, Inc.",Rental & Leasing Services,54774368891
UROY,Uranium Royalty Corp.,Uranium,601684016
USAC,"USA Compression Partners, LP",Oil & Gas Equipment & Services,3722194144
USAR,"USA Rare Earth, Inc.",Other Industrial Metals & Mining,4158122736
USAS,Americas Gold and Silver Corporation,Other Industrial Metals & Mining,2594572178
USAU,U.S. Gold Corp.,Gold,254635955
USB,U.S. Bancorp,Banks - Regional,89892922095
USCB,"USCB Financial Holdings, Inc.",Banks - Regional,355502546
USEA,United Maritime Corporation,Marine Shipping,16298766
USEG,U.S. Energy Corp.,Oil & Gas Exploration & Production,34464971
USFD,US Foods Holding Corp.,Food Distribution,22735565196
USGO,U.S. GoldMining Inc.,Other Industrial Metals & Mining,148858882
USIO,"Usio, Inc.",Software - Infrastructure,35773269
USLM,"United States Lime & Minerals, Inc.",Building Materials,2996841933
USNA,"USANA Health Sciences, Inc.",Packaged Foods,383166763
USPH,"U.S. Physical Therapy, Inc.",Medical Care Facilities,1330968577
UTHR,United Therapeutics Corporation,Drug Manufacturers - Specialty & Generic,20500538482
UTI,"Universal Technical Institute, Inc.",Education & Training Services,1562032165
UTL,Unitil Corporation,Utilities - Diversified,916824014
UTMD,"Utah Medical Products, Inc.",Medical Instruments & Supplies,203057864
UTSI,UTStarcom Holdings Corp.,Communication Equipment,23391530
UTZ,"Utz Brands, Inc.",Packaged Foods,1285728966
UUU,"Universal Safety Products, Inc",Building Products & Equipment,11985882
UUUU,Energy Fuels Inc.,Uranium,5334307680
UVE,"Universal Insurance Holdings, Inc.",Insurance - Property & Casualty,895320282
UVSP,Univest Financial Corporation,Banks - Regional,982696856
UVV,Universal Corporation,Tobacco,1314465179
UWMC,UWM Holdings Corporation,Mortgage Finance,7519521070
UXIN,Uxin Limited,Auto & Truck Dealerships,703036894
UYSC,UY Scuti Acquisition Corp.,Shell Companies,78957568
V,Visa Inc.,Credit Services,617890096819
